"y","x1","x2","x3","x4","id","time"
0.881373587019543,14711.8285221176,-0.546018898487091,0.256079822778702,12.304,1,2018
1.44363547517881,63855.7816802723,1.56858718395233,1.5240364074707,4.933,2,2018
0.881373587019543,19781.8509075611,-0.853233695030212,-0.314388334751129,4.9,3,2018
2.0947125472611,17917.7492123359,-0.480954378843307,-0.293125450611115,12.329,4,2018
0.881373587019543,27741.0970922285,-0.188220024108887,0.60575270652771,5.211,5,2018
1.81844645923207,28492.6611456515,0.958202481269836,1.30045235157013,7.623,6,2018
0.881373587019543,17806.7902349725,-0.286848217248917,-0.22858552634716,4.31,7,2018
0.881373587019543,62495.4989453146,1.89839863777161,1.75632679462433,3.384,8,2018
3.46671103788472,32722.3310444029,-0.0562080480158329,0.402087926864624,19.179,9,2018
0.881373587019543,11192.3717280854,-0.821764290332794,-0.291999518871307,2.283,10,2018
0.881373587019543,35798.0412754022,0.0553392209112644,0.563642382621765,3.708,11,2018
2.31243834127275,12262.2310300771,-0.299604296684265,-0.0218164678663015,4.387,12,2018
1.81844645923207,43814.2949977965,0.753730356693268,1.23794531822205,3.917,13,2018
5.63480235802726,49133.143527174,0.215687438845634,0.715148270130157,10.61,14,2018
1.44363547517881,41019.7901632878,0.466041952371597,1.09371483325958,6.147,15,2018
3.40230664548059,30459.9655338061,0.299851536750793,0.575907409191132,3.3,16,2018
3.95161333608207,21997.7730148117,-0.949163556098938,0.0843754634261131,3.275,17,2018
1.44363547517881,66758.2640145753,1.88914597034454,2.01364374160767,3.832,18,2018
1.81844645923207,15386.2601642505,-0.597973227500916,0.443382769823074,3.492,19,2018
2.49177985264491,36500.4114282584,0.622786521911621,0.874214768409729,3.835,20,2018
2.31243834127275,35067.1966594792,-0.226882994174957,0.406415402889252,4.187,21,2018
1.81844645923207,36536.6953125,-0.869339644908905,-0.562712371349335,4.871,22,2018
1.44363547517881,119927.769127927,2.13473129272461,2.12173795700073,3.613,24,2018
3.91242276564126,46325.2099441141,0.612778782844543,0.93815416097641,15.255,25,2018
0.881373587019543,16978.984375,-0.921338856220245,-0.256266981363297,8.799,26,2018
0.881373587019543,68854.9699017468,1.11705148220062,0.919854760169983,2.236,27,2018
1.44363547517881,15079.3740526678,-0.564274072647095,0.272065460681915,11.466,1,2019
0.881373587019543,64688.1438223164,1.52132439613342,1.44640731811523,4.56,2,2019
0.881373587019543,20101.4919048601,-0.849681973457336,-0.223895654082298,5,3,2019
3.82911365162088,18018.6209151518,-0.40789270401001,-0.121404096484184,11.936,4,2019
2.64412076105863,29201.5127020228,-0.181220516562462,0.530806183815002,4.23,5,2019
2.0947125472611,28218.5343879081,0.97893089056015,1.15849316120148,7.493,6,2019
2.99822295029797,18820.5131033646,-0.312614381313324,-0.304319977760315,4.56,7,2019
1.44363547517881,62970.7160913279,1.86510336399078,1.71493887901306,3.163,8,2019
3.33347758688399,33502.7506488997,0.0136982277035713,0.517325818538666,17.045,9,2019
0.881373587019543,11466.3762560987,-0.915584146976471,-0.335179150104523,2.193,10,2019
0.881373587019543,37662.67681014,0.0306371729820967,0.592322170734406,3.419,11,2019
4.21972389803107,12757.7850854842,-0.473498523235321,0.0289513897150755,3.59,12,2019
0,44580.8078825716,0.77393513917923,1.26991045475006,3.731,13,2019
5.94017817785625,49690.6298505274,0.233934670686722,0.942923724651337,9.951,14,2019
0.881373587019543,43062.3228425315,0.666305541992188,1.14662408828735,6.255,15,2019
4.06074014324457,31300.5086554849,0.232962101697922,0.547572374343872,3.26,16,2019
4.12739442927165,21704.1859474903,-0.917449772357941,0.0125951962545514,3.477,17,2019
0,67847.8542926795,1.86761248111725,1.84916996955872,3.379,18,2019
4.15912713462618,15463.5432397882,-0.509501397609711,0.517202258110046,3.379,19,2019
1.81844645923207,38181.6230334689,0.611018896102905,1.01351165771484,3.267,20,2019
3.95161333608207,36635.4689017771,-0.236893355846405,0.443314433097839,3.912,21,2019
0.881373587019543,37319.3203125,-0.822259068489075,-0.476597219705582,4.513,22,2019
1.44363547517881,120114.133894235,2.12004280090332,2.15443754196167,3.1,24,2019
3.58428965186133,46896.4171141424,0.666394531726837,1.037264585495,14.104,25,2019
0.881373587019543,17636.5546875,-0.800639629364014,-0.216642439365387,8.194,26,2019
0.881373587019543,68887.8454078333,1.07238209247589,0.968137919902802,2.331,27,2019
-0.881373587019543,14663.6386904016,-0.573538780212402,0.221967235207558,11.69,1,2020
2.64412076105863,60349.9022781104,1.47770941257477,1.39522731304169,5.201,2,2020
0,19126.096851651,-1.07807588577271,-0.336040139198303,7.24,3,2020
4.83634488915927,17327.5157249466,-0.429083496332169,-0.111011527478695,13.697,4,2020
2.77647228072372,28547.3500293302,-0.3223497569561,0.460990726947784,5.125,5,2020
2.31243834127275,26248.5616432825,1.10613715648651,0.948647737503052,10.934,6,2020
-2.31243834127275,19215.1541703465,-0.0710281431674957,-0.202643379569054,5,7,2020
-1.44363547517881,60342.6627037391,1.82534158229828,1.57793474197388,3.881,8,2020
4.09462222433053,30487.1129331045,0.0319508388638496,0.53649765253067,15.899,9,2020
0.881373587019543,11097.1500739277,-1.13409781455994,-0.270502895116806,2.955,10,2020
-0.881373587019543,36119.5211735652,0.0689540952444077,0.469366848468781,4.25,11,2020
5.54519270291939,12388.5449268131,-0.454962939023972,0.216156706213951,4.255,12,2020
0,42915.9416939728,0.536611318588257,1.23442149162292,4.169,13,2020
6.81783176848909,45505.0688708956,0.509535729885101,0.487740814685822,9.164,14,2020
-1.44363547517881,43091.7973723526,0.778560698032379,1.08017456531525,8.487,15,2020
4.47746592170409,29200.452632127,0.228581383824348,0.666613459587097,4.54,16,2020
3.63827796222954,19728.4817839998,-0.921630203723907,-0.0129100447520614,4.44,17,2020
-0.881373587019543,64862.1922496366,1.99998319149017,1.74825215339661,3.82,18,2020
6.34212451829016,13609.5999609595,-0.524636924266815,0.471264183521271,7.179,19,2020
0,37852.8021313639,0.618671596050262,0.850681960582733,3.155,20,2020
2.99822295029797,35484.2366916586,-0.0985997840762138,0.346217542886734,5.035,21,2020
1.44363547517881,36376.3359375,-0.930568337440491,-0.48384702205658,5.62,22,2020
0,115893.042395938,2.11823177337646,2.20529913902283,4.1,24,2020
4.18988423142563,41553.4477945675,0.711801946163177,0.755449116230011,15.532,25,2020
-0.881373587019543,17092.5390625,-0.832628607749939,-0.266943335533142,9.475,26,2020
1.44363547517881,65784.6769384678,1.08361399173737,1.07433104515076,4.294,27,2020
0.881373587019543,16127.7048522441,-0.577179968357086,0.175859391689301,11.474,1,2021
2.49177985264491,62968.9422311892,1.24272727966309,1.34041571617126,6.459,2,2021
0,20111.3756952109,-0.847890377044678,-0.0650539621710777,6.04,3,2021
2.77647228072372,18075.7060049068,-0.499217957258224,-0.121613994240761,13.158,4,2021
-2.49177985264491,30973.6942070222,-0.258131921291351,0.433977693319321,5.267,5,2021
2.0947125472611,29089.850459728,0.9562668800354,0.936240255832672,9.281,6,2021
3.17978543769988,20843.2978347377,0.0302335843443871,-0.332243531942368,4.55,7,2021
0,62530.7653199239,1.7829247713089,1.62516117095947,3.594,8,2021
3.58428965186133,33531.15511226,0.183011442422867,0.426903694868088,14.656,9,2021
-0.881373587019543,11825.1409200782,-1.19265234470367,-0.327891737222672,2.174,10,2021
3.82911365162088,38887.1909527154,0.0119548495858908,0.485284149646759,4.045,11,2021
6.46770113726804,12757.0746440204,-0.449847877025604,0.287561029195786,3.827,12,2021
0,46162.0822730247,0.829447269439697,1.20116853713989,4.812,13,2021
6.05444485659434,49825.3934111848,0.517084956169128,0.526738524436951,9.497,14,2021
0.881373587019543,45873.5273239486,0.824572265148163,1.2701860666275,7.112,15,2021
4.73627538626766,29822.8491831618,0.146233186125755,0.714465439319611,4.64,16,2021
3.98932680581955,20782.5877425331,-1.02063989639282,-0.251374453306198,4.019,17,2021
0,68573.5648786446,2.00424218177795,1.73918282985687,4.209,18,2021
-5.77456119009451,15280.5512106486,-0.653799653053284,0.0637786462903023,5.097,19,2021
1.44363547517881,41059.5847829682,0.546135544776917,0.831825613975525,3.268,20,2021
4.24869926123636,37732.5405035335,-0.0613786391913891,0.29227140545845,5.59,21,2021
-0.881373587019543,38638.4296875,-0.921020746231079,-0.542337775230408,4.749,22,2021
1.44363547517881,132617.354020876,2.13951063156128,2.22689867019653,4.64,24,2021
3.63827796222954,44251.6658222621,0.715437471866608,0.797288954257965,14.781,25,2021
0.881373587019543,17846.408203125,-0.787211775779724,-0.290212571620941,9.834,26,2021
1.81844645923207,67401.1212929253,1.15039455890656,1.00612270832062,3.105,27,2021
-1.44363547517881,17112.9379383833,-0.408189445734024,0.159353822469711,10.137,1,2022
1.81844645923207,65661.4521877573,1.25858676433563,1.28319978713989,4.992,2,2022
0,21051.2442384287,-1.04090738296509,-0.103344202041626,5.65,3,2022
4.35687315172932,18554.0461828566,-0.566354334354401,-0.220437631011009,9.231,4,2022
0,32435.0145952407,-0.158206030726433,0.320686906576157,4.268,5,2022
-0.881373587019543,29569.4775527937,0.968124032020569,0.978411138057709,8.249,6,2022
-1.81844645923207,21499.3822834427,0.0160636715590954,-0.418417632579803,4.98,7,2022
2.77647228072372,62931.9684095826,1.81836342811584,1.52229499816895,3.12,8,2022
4.62506891630767,35906.6127683029,0.0375978611409664,0.464378982782364,12.426,9,2022
0.881373587019543,12147.9305951198,-1.21014869213104,-0.291810005903244,3.051,10,2022
4.89789548698994,40656.9686775714,-0.103261694312096,0.406537681818008,3.609,11,2022
5.02392380058495,13334.2653947637,-0.435335576534271,0.205959960818291,3.462,12,2022
0,48098.187235579,0.781028926372528,1.20628762245178,3.695,13,2022
-7.1623980982806,52333.3274270604,0.527714252471924,0.510931491851807,8.069,14,2022
0.881373587019543,46651.2145810247,0.746974110603333,1.29888129234314,5.955,15,2022
4.30424765824956,32079.1515157489,0.248940765857697,0.644006609916687,3.93,16,2022
4.3821828480655,21392.1114573777,-1.01208603382111,-0.148309499025345,3.256,17,2022
0,71324.0360349277,1.91720008850098,1.71227204799652,3.526,18,2022
7.57661002941919,15559.821643644,-0.808002054691315,0.20857498049736,3.85,19,2022
2.99822295029797,43405.0215797441,0.506645441055298,0.717305660247803,2.811,20,2022
